listening	listen	30.3 35.5	7
living	live	47.1-1 46 39.6	60
loading	load	9.7-2	2
loan	loan	13.1	57
lobbying	lobby	58.1	0
locking	lock	22.4	0
lodging	lodge	46	3
logging	log	13.7	0
look	look	30.3 35.5	145
looking	look	30.3 35.5	145
loosening	loosen	45.4	1
loss	lose	13.2	64
love	love	31.2-1	121
lowering	lower	9.4	0
lubrication	lubricate	9.9	0
lurking	lurk	47.1-1	0
maceration	macerate	45.4	0
magnifying	magnify	45.4	0
maintenance	maintain	55.6 29.5-2	22
make	make	26.1-1	34
make_up	make_up	26.1-1	0
making	make	26.1-1	34
manifestation	manifest	48.1.2	11
manufacturing	manufacture	26.4	4
march	march	51.3.2-2-1	6
marginalisation	marginalize	45.7	0
marginalization	marginalize	45.7	0
mark	mark	25.1	19
marking	mark	25.1	19
marriage	marry	36.2 22.2-3-1-1	75
massacre	massacre	42.1	15
massage	massage	20-1	0
maturation	maturate	45.4	0
maturity	maturate	45.4	0
meeting	meet	36.3-1	181
memorization	memorize	14-2	2
mentation	mentate	29.9 62	0
mention	mention	37.7-1	4
meowing	meow	38	1
merger	merge	22.1-1-1	47
merging	merge	22.1-1-1	47
militarization	militarize	45.7	0
milling	mill	21.2-2	1
mining	mine	10.9 35.1	16
misappropriation	misappropriate	10.5	0
misdirection	misdirect	51.7	1
misinterpretation	misinterpret	87.2	0
misperception	misperceive	30.2 29.2	5
missing	miss	31.2	0
mistrust	mistrust	31.2	8
misunderstanding	misunderstand	87.2	15
mixing	mix	22.1-1-1 26.3-1	1
moaning	moan	37.3 40.2	0
mobilization	mobilize	45.4	5
mobilizing	mobilize	45.4	5
model	model	26.4	71
modeling	model	26.4	71
moderation	moderate	45.4	7
modernization	modernize	45.4	9
modulation	modulate	45.4	0
moisturization	moisturize	41.1.1	0
monitoring	monitor	35.4	34
mopping	mop	10.4.2-1	0
moralizing	moralize	37.11-1	0
mourning	mourn	31.3, 31.2	0
mowing	mow	21.2-2	1
muffling	muffle	42.3	0
murder	murder	42.1	67
murdering	murder	42.1	67
mutation	mutate	26.6.1	7
mutilation	mutilate	44	1
muttering	mutter	37.3	1
myelosuppression	myelosuppress	16 42.3	0
nap	nap	40.4	12
narration	narrate	37.1.1	0
narrowing	narrow	45.4	7
nationalization	nationalize	45.4	7
navigation	navigate	51.4.2	2
need	need	32.1-1-1 103	206
neighboring	neighbor	47.8	0
networking	network	22.1	2
name	name	29.3.2	0
nomination	nominate	29.1	41
nonexisting	nonexistent	47.1-1	0
normalization	normalize	45.4	9
note	note	30.2	15
notice	notice	26.7 25.2 37.11 37.7 37.1.1	45
notification	notify	37.9 37.2	25
notifying	notify	37.9 37.2	25
nursing	nurse	29.8-1	6
oath	oath	13.3 37.13	12
objection	object	37.8	37
obliteration	obliterate	44	0
observation	observe	30.2 35.4	19
obsession	obsess	31.1, 31.3	15
occlusion	occlude	45.4	0
occupation	occupy	31.1	42
offense	offend	31.1	15
offer	offer	13.3	129
offering	offer	13.3	129
omission	omit	10.1	4
oozing	ooze	43.4	0
opacification	opacify	45.4	0
opening	open	45.4 40.3.2 47.6	43
opening_up	open_up	45.4	0
operating	operate	45.4	526
operation	operate	45.4	526
opposition	oppose	22.2-3	115
order	order	13.5.1	122
ordering	order	13.5.1	122
ordinance	ordain	29.1	14
organization	organize	26.4 55.5-1	8
organizing	organize	26.4 55.5-1	8
ossification	ossify	45.4	1
ousting	oust	10.1	1
outfitting	outfit	13.4.2-1 41.3.3	0
outrage	outrage	31.1	0
overestimation	overestimate	54.4	0
overlap	overlap	22.2-1	2
overlapping	overlap	22.2-1	2
overpayment	overpay	68	7
packaging	package	22.3-2-1	16
packing	pack	9.7-1-1	2
painting	paint	24	5
pairing	pair	22.2-2 22.3-2 22.1-2-1	4
palpitation	palpitate	40.8.2	0
pant	pant	40.1.1	0
parade	parade	51.3.2	8
paralysis	paralyze	45.4	0
parching	parch	45.3	0
partition	partition	23.3	2
passing_on	pass_on	11.1	0
patent	patent	101	9
patrol	patrol	35.2	25
pawn	pawn	13.1-1	0
payment	pay	68-1	106
perception	perceive	30.2	25
percolation	percolate	45.3 43.4	0
perfection	perfect	45.4	16
perforation	perforate	21.2-1	0
permission	permit	64.3-1, 64.1-1	46
persistence	persist	47.1-1	0
perturbation	perturb	31.1	0
phoning	phone	13.5.1, 37.4.2-1, 37.4.1	1
photo	photograph	25.4	185
picketing	picket	35.4	1
picking	pick	13.5.1	7
piercing	pierce	19	0
pioneering	pioneer	29.8-1	0
pity	pity	31.2	13
placement	place	9.1-2	9
plan	plan	62	205
planning	plan	62	205
planting	plant	9.7-2 9.1-1 55.5-1	0
plaquing	plaque	13.5.2 47.5.2	0
plot	plot	25.2	18
plugging	plug_up	9.8	0
plunge	plunge	47.7	2
poisoning	poison	42.2	14
poking	poke	19 35.5	0
polarization	polarize	45.4	4
policing	police	29.8-1	0
polish	polish	9.9 10.4.1	4
pollution	pollute	9.8-1	46
pooling	pool	22.1-2-1	0
popping	pop	43.2	0
popping	pop	45.4	0
portrayal	portray	29.2-1-1	3
posing	pose	29.6-2	1
positioning	position	9.1	3
post	post	11.1	87
posting	post	11.1	87
pounding	pound	18.1-1	0
pounding	pound	26.1	0
pouring	pour	9.5 43.4	0
praise	praise	29.2, 33.1-1-1	27
preaching	preach	37.11-1 37.1.1	0
precedence	precede	47.8	4
preconception	preconceive	29.2-1 97.2	3
prediction	predict	78	30
preference	prefer	32.1-1-1 31.2	5
pregnancy	impregnate	9.8	0
preoccupation	preoccupy	31.1	5
preparation	prepare	55.5-1	21
presentation	present	13.4.1 48.1.2	48
presenting	present	13.4.1 48.1.2	48
preservation	preserve	85	8
pressing	press	12-1-1	0
presumption	presume	29.5-1	0
price	price	54.4	1419
pricing	price	54.4	1419
printing	print	25.2	7
procurement	procure	13.5.1	6
producing	produce	26.4	117
production	produce	26.4	117
profession	profess	29.4-1-1-3	1
progress	progress	45.5	130
progression	progress	45.5	130
projection	project	34.2	2
proliferation	proliferate	45.4	16
promise	promise	13.3	91
promotion	promote	102	21
proof	prove	29.4-1-1 97.2 78-1-1	45
prophesy	prophesy	29.5-1	0
proposal	propose	48.1.2 37.7-1 62	43
proposition	propose	48.1.2 37.7-1 62	43
prospering	prosper	47.1-1 39.6	0
prostitution	prostitute	29.8	0
protection	protect	85	73
protrusion	protrude	47.6	0
provision	provide	13.4.1-2	94
provocation	provoke	31.1, 27.1-1	20
publication	publish	26.4-1	59
publishing	publish	26.4-1	59
puckering	pucker	40.3.2 40.8.2	0
pull	pull	11.4 23.2 12-1 13.5.1 40.8.3-1-1	1
pulling	pull	11.4 23.2 12-1 13.5.1 40.8.3-1-1	1
pulling_out	pull_out	82-1	0
pulsation	pulsate	47.3	0
pulse	pulse	47.3	10
pumping	pump	9.7-1	6
punch	punch	18.2 21.2-2	0
punching	punch	18.2 21.2-2	0
punctuation	punctuate	9.9	1
purchase	purchase	13.5.2-1	120
pursuit	pursue	51.6	32
push	push	23.2 11.4-1-1 12-1-1 9.3-1-1	5
quadrupling	quadruple	45.4	0
qualification	qualify	29.6	39
quarreling	quarrel	36.4	2
question	question	37.1.3	243
questioning	question	37.1.3	243
quotation	quote	37.1.1	63
quote	quote	37.1.1	63
radiation	radiate	43.4	37
rage	rage	47.2	20
raid	raid	35.4	15
raise	raise	9.4 40.3.2	19
raising	raise	9.4 40.3.2	19
ranking	rank	29.6 29.2	1
ranting	rant	37.3 37.11-1	2
rating	rate	54.4 29.1 29.6	56
ration	ration	13.3	2
rationing	ration	13.3	2
re-education	reeducate	37.1.1	0
re-election	reelect	29.1	18
readiness	ready	26.3-1	15
reading	read	14-1 37.1.1-1 54.1-1 84-1-1	26
reaffirmation	reaffirm	31.2 29.5-2 78-1-1	1
reapproximation	approximate	34.2 54.4	1
reasoning	reason	97.2	20
rebellion	rebel	71	13
rebuilding	rebuild	26.4	0
recall	recall	10.2	7
reception	receive	13.5.2	10
recertification	recertify	29.2	0
recirculation	recirculate	47.3	0
recital	recite	37.1.1	8
reckoning	reckon	29.9-1 70	0
recollection	recollect	29.2-1-1	3
recommendation	recommend	37.7-1-1-1	20
reconstitution	reconstitute	26.4-1	0
recording	record	25.4	6
recruiting	recruit	13.5.3 29.7	22
recruitment	recruit	13.5.3 29.7	22
redemption	redeem	10.5	15
reduction	reduce	76 42.3	41
reeducation	reeducate	37.1.1	0
reelection	reelect	29.1	18
refund	refund	13.1	14
regard	regard	29.2 30.2	113
registration	register	101	12
regret	regret	31.2-1	20
rehydration	hydrate	45.4	1
reinjection	inject	9.8	19
reiteration	reiterate	37.7-1	1
rejuvenation	rejuvenate	31.1	0
relaxation	relax	31.1	14
reliance	rely	70	0
remaining	remain	47.1-1	0
remark	remark	37.7-1 37.11-1	31
remarriage	remarry	22.2-3-1-1	0
remembering	remember	29.2-1-1 29.9-1-1-1	2
remembrance	remember	29.2-1-1 29.9-1-1-1	2
removal	remove	10.1 10.2 10.10	18
renomination	nominate	29.1	41
rental	rent	13.5.1	19
renting	rent	13.5.1	19
reopening	reopen	45.4	2
reorganization	reorganize	26.4-1	30
repayment	pay	68-1	106
repeat	repeat	26.8 37.7-1 55.4	11
repetition	repeat	26.8 37.7-1 55.4	11
replacement	replace	13.6.2-1
reply	reply	37.7	27
report	report	29.2-1-2 37.7-1 29.9-1	254
reporting	report	29.2-1-2 37.7-1 29.9-1	254
representation	representation	29.2-1-1	0
reproduction	reproduce	45.4	3
request	request	58.2	86
requirement	require	103	155
rescue	rescue	10.5	43
reservation	reserve	13.5.1	18
residence	reside	46 47.1-1	16
resonance	resonate	47.4	4
resort	resort	26.6.2	10
respect	respect	31.2	70
responding	respond	37.7	163
response	respond	37.7	163
rest	rest	47.6	21
resting	rest	47.6	21
restitution	restore	13.2	11
restoration	restore	13.2	11
restraint	restrain	76	2
restriction	restrict	76	96
resumption	resume	55.1-1	14
retaliation	retaliate	71	19
retirement	retire	82-3 10.11	41
retracting	retract	10.1	0
retraction	retract	10.1	0
retrieval	retrieve	13.5.2	1
revelation	reveal	78-1-1 37.10 48.1.2 29.2-1-2 37.7-1	13
reversal	reverse	45.4	23
reverse	reverse	45.4	23
reversion	revert	26.6.2	5
revitalization	revitalize	31.1	0
revival	revive	45.4	0
ride	ride	51.4.2	51
riding	ride	51.4.2	51
ring	ring	43.2	3
ringing	ring	43.2	3
ripening	ripen	45.4	0
ripple	ripple	47.2 9.8	1
rise	rise	47.6 50 51.1	92
risk	risk	94-1	77
roll	roll	51.3.1 9.6 51.3.2-2 40.3.2 22.3-2 11.2-1 26.3-1 23.2 43.2 26.1 45.2 47.4	12
rolling	roll	51.3.1 9.6 51.3.2-2 40.3.2 22.3-2 11.2-1 26.3-1 23.2 43.2 26.1 45.2 47.4	12
rotation	rotate	47.3 9.6 51.3.1	9
rowing	row	51.4.2 11.5	0
rubbing	rub	40.3.2 9.7-1 20-1 10.4.1-1	0
ruin	ruin	44	1
run_up	run_up	47.7	0
rush	rush	51.3.2-2-1	21
sacking	sack	10.10	0
sacrifice	sacrifice	13.2-1-1	9
sailing	sail	51.4.2	1
sale	sell	13.1-1	289
salivation	salivate	40.1.1	0
salutation	salute	40.3.3	0
salvage	salvage	10.5-1	2
satiation	satiate	31.1	0
satisfaction	satisfy	31.1	19
saturation	saturate	9.8	0
saving	save	13.5.1-1	0
saving	save	13.5.1-1 54.5	0
scalloping	scallop	45.3	0
scanning	scan	35.4 30.2	2
scare	scare	31.1	2
scaring	scare	31.1	2
scarring	scar	25.1	0
scattering	scatter	9.7-1	0
scheduling	schedule	26.4-1	1
schmoozing	schmooze	37.6	0
scooping	scoop	9.3	1
scratching	scratch	18.2 40.8.3-2 21.1-1 10.4.1-1	1
scream	scream	37.3	4
scruple	scruple	53.1-1	0
sculpting	sculpt	26.1-1	1
search	search	35.2	58
searching	search	35.2	58
seasoning	season	9.8	0
seclusion	seclude	16	1
seeding	seed	9.9 9.7-1	0
seeking	seek	35.1	12
segregation	segregate	23.1-1 23.3	5
selection	select	13.5.2 29.2	64
selling	sell	13.1-1	289
sensation	sense	30.1-1	78
sense	sense	30.1-1	78
sensing	sense	30.1-1	78
separation	separate	23.1-2 10.1 29.10	21
sequestering	sequester	16 10.5	1
service	serve	29.6-2 104	300
serving	serve	29.6-2 104	300
serving_up	serve_up	13.4.1-1	0
setting	set	9.1-2 41.2.2 25.1	10
shading	shade	85	0
shadowing	shadow	51.6	0
shaking	shake	31.1 47.3 40.6 40.3.2 9.3-1-1 26.5	1
shame	shame	31.1	45
shaming	shame	31.1	45
shape	shape	26.1-1 48.1.2	16
shaving	shave	41.2.1 41.1.1 10.4.1	1
shearing	shear	10.4.2-1	0
shedding	shed	43.4	1
shift	shift	11.1 26.6.2	31
shifting	shift	11.1 26.6.2	31
shipbuilding	shipbuilding	26.1-1	2
shipping	ship	11.1-1	29
shock	shock	31.1	23
shoot	shoot	42.2	29
shooting	shoot	42.2	29
shopping	shop	35.2	25
shortening	shorten	45.4	0
shower	shower	41.1.1 17.2 9.7-1 57	22
showing_off	show_off	48.1.2	0
shunting	shunt	11.1	0
sight	see	29.2-1 30.1-1 29.9-1-1	22
signing_up	sign_up	13.5.3	0
simulation	simulate	55.5-1	12
singing	sing	37.3 43.2	6
sink	sink	45.4	4
sinking	sink	45.4	4
sitting	sit	47.6 50	3
skateboarding	skateboard	51.4.1-1	0
skiing	ski	51.4.1-1	11
skimming	skim	10.4.1	0
skirmish	skirmish	36.4-1	0
slash	slash	21.1-1	4
slaughter	slaughter	42.1 13.5.1	4
slaying	slay	42.1	0
sleeping	sleep	40.4	10
slide	slide	51.3.2-2 11.2-1 51.3.1	6
slowing	slow	45.4	4
smack	smack	40.3.2	0
smashing	smash	18.1-1 45.1 21.2-1 17.1-1	0
smashing	smash	18.4-1	0
smell	smell	30.1 35.3	23
smuggling	smuggle	11.1-1 10.5-1	0
snacking	snack	39.5	0
sneezing	sneeze	40.2 40.1.1	0
snoring	snore	40.1.1 40.2	1
soaking	soak	9.8 10.4.1 45.4	1
sobbing	sob	40.2	1
softening	soften	45.4	0
soiling	soil	9.8	0
solution	solve	84	33
solving	solve	84	33
sound	sound	43.2 47.4	50
sowing	sow	9.7-1	0
span	span	47.8	9
speaking	speak	37.5 37.11-1	139
specification	specify	29.2	20
speculating	speculate	29.5-1	89
speculation	speculate	29.5-1	89
speech	speak	37.5 37.11-1	139
speeding	speed	51.3.2-2	4
spelling	spell	25.2	8
spending	spend	68	129
spitting	spit	40.1.2	0
splaying	splay	45.2	0
split	split	23.2	12
splitting	split	23.2	12
spotting	spot	30.2	0
spotting	spot	9.8	0
spraying	spray	9.7-1	1
spying	spy	30.2	3
squeeze	squeeze	20-1 12-1-1 26.5	5
squeezing	squeeze	20-1 12-1-1 26.5	5
squinting	squint	30.3	0
stab	stab	42.2 19 18.2	4
stabbing	stab	42.2 19 18.2	4
stabilization	stabilize	45.4	13
stagflation	inflate	45.4	98
staging	stage	55.5 26.4	2
stagnation	stagnate	45.5	7
staining	stain	24 9.9 9.8-1	0
stalking	stalk	35.3	2
stall	stall	53.1-1	1
staring	stare	30.3	0
start	start	55.1-1	69
starting	start	55.1-1	69
starvation	starve	40.7	10
statement	state	37.7-1	209
stay	stay	46 47.1-1	23
steering	steer	51.7	2
step	step	51.3.2	70
sterilization	sterilize	45.4	3
stiffening	stiffen	45.4	0
stimulation	stimulate	31.1	5
stocking	stock	9.7-2 15.2	2
stop	stop	55.4-1	18
stoppage	stop	55.4-1	18
storage	store	15.2	45
straining	strain	40.8.3-2	0
stratification	stratify	45.4	1
stream	stream	43.4-1	20
strengthening	strengthen	45.4	14
stressing	stress	9.9	0
stretching	stretch	47.7 45.2 40.3.2	0
stride	stride	51.3.2-1	8
stripping	strip	41.1.1 10.4.1-1	0
stroke	stroke	20 25.2	8
stroll	stroll	51.3.2-1	1
struggle	struggle	36.4-1	18
struggling	struggle	36.4-1	18
study	study	14-1 30.2 34.1 84-1-1	162
studying	study	14-1 30.2 34.1 84-1-1	162
stuttering	stutter	37.3	0
success	succeed	74-1	108
suction	suction	10.4.1-1	0
suffering	suffer	31.3	7
suggestion	suggest	37.7-1-1	58
supersaturation	supersaturate	45.4	0
supply	supply	13.4.1-1	43
support	support	31.2 47.8	283
supposition	suppose	29.9-2	1
suppression	suppress	42.3 16	11
surprise	surprise	31.1	33
surrender	surrender	13.2-1-1	4
surrounding	surround	9.8	0
surveilance	surveil	30.2 35.4	0
survey	survey	35.4 30.2	76
survival	survive	39.6	41
suspension	suspension	10.10	0
suspicion	suspect	29.9-2 81 29.5-1	17
suturing	suture	22.4	0
swallowing	swallow	39.3-2 40.1.1	0
swat	swat	18.2	1
sweating	sweat	40.1.2 43.4	2
swelling	swell	45.5	2
swim	swim	51.3.2 47.5.1	13
swimming	swim	51.3.2 47.5.1	13
switch	switch	26.6.2-1	8
switching	switch	26.6.2-1	8
tackle	tackle	98	1
tag	tag	9.9 25.3	3
takeover	take_over	93	0
taking_on	take_on	93	0
taking_on	take_on	98	0
taking_over	take_over	93	0
talk	talk	37.5 37.11-1	300
talking	talk	37.5 37.11-1	300
tanning	tan	45.4	1
tapering_off	taper_off	45.4	0
tapping	tap	18.1-1 17.1-1	1
tariff	tax	54.5	34
taste	taste	30.1 35.3	24
tasting	taste	30.1 35.3	24
tattooing	tattoo	25.1	0
taxation	tax	54.5	34
teaching	teach	37.1.1-1-1	9
tearing	tear	23.2 45.1 40.8.3-1-1	0
tearing	tear	51.3.2	0
teasing	tease	31.1	2
teething	teethe	39.2-1	0
telling	tell	37.1.1-1-1	2
temptation	tempt	31.1	23
tension	tense	45.4	9
termination	terminate	10.10	2
termination	terminate	55.4	2
terror	terrorism	31.1	0
terrorising	terrorize	31.1	64
terrorizing	terrorize	31.1	64
test	test	35.4	328
testimony	testify	37.11-1	63
testing	test	35.4	328
thawing	thaw	45.4	0
theft	thieve	10.5	0
thickening	thicken	45.4	3
thieving	thieve	10.5	0
thinking	think	29.9-2 62	135
thinning	thin	45.4	0
thought	think	29.9-2 62	135
threat	threaten	31.1	0
thrill	thrill	31.1	1
throw	throw	17.1-1-1	10
throwing	throw	17.1-1-1	10
thrust	thrust	12-1-1 11.4-1-1	3
thumping	thump	18.4-1 18.1 18.3	0
thumping	thump	43.2	0
tickling	tickle	20-1 31.1 40.8.2	0
tightening	tighten	45.4	3
tiling	tile	9.8 9.9	0
tingling	tingle	40.8.2	0
tiptoeing	tiptoe	51.3.2	0
tolerance	tolerate	31.2	25
torture	torture	31.1	35
toss	toss	17.1-1-1 26.3-1 40.3.2	4
tossing	toss	17.1-1-1 26.3-1 40.3.2	4
touch	touch	20-1 86.2-1 47.8-1 31.1	35
touching	touch	20-1 86.2-1 47.8-1 31.1	35
touching_on	touch_on	86.2-1	0
tow	tow	11.4	2
towing	tow	11.4	2
tracing	trace	25.2	0
track	track	35.3 51.6	18
tracking	track	35.3 51.6	18
training	train	13.5.3	85
transcription	transcribe	25.4	1
transfer	transfer	11.1 13.2-2	45
transformation	transform	26.6.1	26
translation	translate	26.6.1	20
transmission	transmit	11.1-1	12
transmutation	transmute	26.6.1	1
transport	transport	11.1	123
transportation	transport	11.1	123
trapping	trap	9.10	0
travel	travel	51.3.2-1	56
traveling	travel	51.3.2-1	56
travelling	travel	51.3.2-1	56
tunneling	tunnel	35.5-1	0
turn	turn	51.3.1 40.3.2 40.8.3-1-1 47.7	24
turnabout	turnabout	40.3.2 40.8.3 51.3.1 47.7	1
turning	turn	51.3.1 40.3.2 40.8.3-1-1 47.7	24
tutoring	tutor	29.8-1	1
twist	twist	9.6-1 26.5	16
twitching	twitch	40.3.2	0
typing	type	25.4 25.2	2
typing_up	type_up	25.2 25.4	0
ulceration	ulcerate	45.4	0
ultrafiltration	ultrafilter	45.4	0
underestimation	underestimate	29.2-1	0
understanding	understand	77.1 87.2-1	47
undertaking	undertake	98 55.1	2
undoing	undo	44	1
unification	unify	22.2	74
union	union	45.4	0
unloading	unload	10.4.1	1
upgrade	upgrade	29.1	11
urbanization	urbanize	45.4	0
urging	urge	58.1	1
urination	urinate	40.1.2-1 40.1.3-1	1
use	use	66, 105.1, 39.1-3	259
using	use	66, 105.1, 39.1-3	259
vacation	vacation	56	72
vacuuming	vacuum	10.4.2-1	0
valuation	value	54.4	5
variation	vary	23.4 45.4	25
vault	vault	51.3.2-1	0
ventilation	ventilate	45.4	7
verification	verify	101 37.1.1 78-1-1	6
vexation	vex	31.1	0
vibration	vibrate	47.3 45.4	6
view	view	29.2-1 29.9-1	364
visit	visit	36.3-1	48
visit	visit	36.3-1	48
visiting	visit	36.3-1	48
visualization	visualize	29.2-1-1	4
vocalization	vocalize	37.7	0
voice	voice	37.7	208
volunteering	volunteer	29.8 37.7	1
vomiting	vomit	40.1.2	4
voyage	voyage	51.4.2	0
waiting	wait	47.1-1	9
walk	walk	51.3.2	25
walking	walk	51.3.2	25
war	war	36.4-1	550
warfare	war	36.4-1	550
warming	warm	45.4	68
warning	warn	37.9-1	40
washing	wash	10.4.1-1 26.3-2 41.2.1 41.1.1	6
waste	waste	66-1 44 68	38
wasting	waste	66-1 44 68	38
watch	watch	35.2 30.2	13
watching	watch	35.2 30.2	13
watering	water	9.9	1
waxing	wax	9.9 41.2.2	1
weakening	weaken	45.4	4
wedding	wed	22.2-3-1-1	71
weeping	weep	40.2 40.1.2	5
westernization	westernize	45.4	2
wetting	wet	45.4	0
whack	whack	18.1	1
wheezing	wheeze	43.2 40.1.1	0
whining	whine	37.8 38 37.3 43.2	1
whooshing	whoosh	43.2	1
widening	widen	45.4	5
win	win	13.5.1	23
winning	win	13.5.1	23
wish	wish	62 32.2-1	29
withdrawal	withdraw	10.1 82-3 10.11 51.1	26
wreck	wreck	44	8
wrestling	wrestle	36.4-1	5
wringing	wring	40.3.2 20-1	1
write	write	37.1.1-1-1 37.11-1 25.2 37.7	42
writing	write	37.1.1-1-1 37.11-1 25.2 37.7	42
yapping	yap	38 37.3	1
yawning	yawn	40.1.1 40.2	0
yelling	yell	38 37.3	1
yellowing	yellow	45.4	0
